property_type,floor,residence_status,registration_status,area_sqft,bedrooms,bathrooms,swimming_pool,parking_space,furnished,furniture_available,locality_score,access_main_road,shopping_complex,local_market,previous_price,price,future_trend
Farm House,0,Non-Residence,Registrable,119033,9,6,0,8,0,0,6,1,0,1,6935761,6825314,Down
Villa,0,Residence,Documented,598569,9,7,0,9,0,0,3,0,1,1,30969634,30850984,Down
Farm House,0,Non-Residence,Registrable,466466,6,9,0,5,1,0,6,0,0,0,24326026,24189996,Down
Farm House,0,Residence,Documented,66762,11,1,0,4,0,1,7,0,0,0,4200695,4083814,Down
Empty Land,0,Non-Residence,Documented,77398,6,8,1,2,1,1,6,0,0,0,4766253,4714212,Down
House,2,Non-Residence,Documented,456199,8,8,1,7,0,0,10,0,0,1,23995661,23865795,Down
Apartment,16,Residence,Documented,149869,6,6,1,3,0,0,6,1,1,0,8606870,8478136,Down
Apartment,7,Residence,Registrable,555236,1,4,0,9,0,0,1,1,1,1,28424329,28322503,Down
House,1,Non-Residence,Documented,288816,4,3,1,2,0,1,3,0,0,0,15126298,15001015,Down
Flat,13,Residence,Documented,8157,13,3,0,5,0,0,7,0,0,1,1572487,1505414,Down
Flat,5,Residence,Registrable,478102,7,6,1,7,1,0,4,1,0,0,25067767,24921945,Down
Building,1,Non-Residence,Registrable,375499,13,8,0,8,1,0,4,0,0,0,19984056,19906028,Down
Empty Land,0,Non-Residence,Registrable,684691,13,7,1,5,0,0,7,0,1,0,35507460,35365814,Down
Flat,5,Residence,Documented,8406,2,1,0,4,1,0,9,0,0,1,1018224,944784,Down
Flat,22,Non-Residence,Documented,324057,9,6,1,1,1,1,2,1,0,0,17428732,17345845,Down
Empty Land,0,Non-Residence,Documented,578816,8,7,0,1,0,1,9,1,0,1,29906594,29817657,Down
House,2,Non-Residence,Documented,296304,8,7,1,8,1,1,3,0,1,0,16025221,15910176,Down
Building,11,Residence,Registrable,469474,7,9,0,1,1,0,6,1,0,0,24507365,24395862,Down
Building,2,Residence,Registrable,715580,4,5,1,1,1,1,4,1,1,0,36633773,36505991,Down
Building,18,Residence,Registrable,627767,2,1,1,2,1,0,1,0,1,1,32115345,32037917,Down
Flat,15,Non-Residence,Registrable,35201,3,2,1,2,0,1,9,1,0,1,2610128,2558515,Down
House,2,Residence,Registrable,83800,12,4,0,3,1,1,6,1,0,1,5311016,5212673,Down
Building,13,Non-Residence,Documented,673534,6,5,0,6,0,0,8,1,0,0,34659653,34536494,Down
Empty Land,0,Non-Residence,Documented,84060,12,9,0,8,0,0,2,1,1,1,5367364,5257237,Down
Building,2,Non-Residence,Documented,243115,12,1,0,1,1,0,7,1,1,1,13113132,13011044,Down
Apartment,19,Non-Residence,Registrable,44142,5,3,0,3,0,1,6,1,0,0,3116302,2995107,Down
Villa,0,Residence,Registrable,517583,12,5,1,8,1,0,2,0,1,0,27004540,26909517,Down
House,3,Non-Residence,Documented,491536,8,3,0,1,0,1,2,0,0,1,25254870,25175217,Down
Villa,0,Non-Residence,Documented,327804,6,4,1,9,1,1,4,0,0,1,17415144,17287528,Down
House,2,Residence,Documented,365964,6,3,1,0,1,1,4,1,0,0,19144622,19017110,Down
Farm House,0,Non-Residence,Documented,613589,1,4,0,9,0,0,3,0,0,1,31201941,31136223,Down
Empty Land,0,Residence,Documented,288575,4,1,1,7,1,0,8,1,0,0,15227832,15102955,Down
Farm House,0,Residence,Documented,94877,5,8,0,8,1,0,7,1,0,0,5718512,5614293,Down
Flat,17,Residence,Registrable,327416,12,4,0,6,1,1,2,0,1,1,17637659,17533705,Down
Flat,15,Non-Residence,Documented,452478,11,7,0,7,1,1,3,1,1,1,23924313,23858017,Down
Farm House,0,Residence,Registrable,312750,3,2,1,3,0,0,10,0,1,0,16317848,16241563,Down
House,1,Non-Residence,Documented,605909,13,2,0,3,0,1,9,1,0,1,31334879,31232569,Down
Building,14,Residence,Registrable,26059,9,6,0,1,0,1,5,0,0,0,2255752,2191618,Down
Villa,0,Residence,Registrable,558530,1,2,0,7,1,1,2,0,0,1,28527254,28423612,Down
Empty Land,0,Residence,Registrable,677614,6,6,1,1,0,0,3,0,1,0,34673343,34528470,Down
Building,3,Residence,Documented,135544,6,2,0,8,1,1,8,0,0,1,7645192,7594737,Down
Flat,17,Non-Residence,Documented,112717,10,4,1,3,1,1,4,1,1,1,6878337,6755158,Down
Building,3,Non-Residence,Documented,566661,5,7,1,0,1,0,2,0,0,0,29161154,29040998,Down
Farm House,0,Residence,Documented,403619,12,8,0,3,0,0,2,1,1,1,21184919,21126052,Down
Farm House,0,Residence,Registrable,658880,5,3,1,2,0,0,6,0,0,0,33593183,33517606,Down
Apartment,13,Residence,Documented,87488,10,9,1,5,0,0,8,0,0,1,5718261,5639614,Down
Apartment,25,Non-Residence,Documented,570436,14,2,0,6,0,0,7,0,1,1,29823719,29724825,Down
Villa,0,Residence,Documented,126491,13,8,0,7,1,0,4,1,1,1,7610930,7469923,Down
Flat,18,Residence,Registrable,403232,5,8,0,1,0,1,2,0,1,1,21071623,20950988,Down
House,1,Non-Residence,Registrable,506579,6,4,1,5,0,1,9,0,0,0,26260407,26196520,Down
Empty Land,0,Residence,Documented,527184,8,1,0,5,0,1,4,1,1,0,27093434,27000120,Down
Farm House,0,Residence,Documented,84582,2,1,1,9,0,1,9,0,1,1,4992496,4894293,Down
Empty Land,0,Residence,Documented,128822,6,2,1,4,1,0,5,1,0,0,7264316,7121111,Down
Flat,7,Residence,Documented,657451,1,9,1,9,0,1,7,0,0,0,33865492,33815433,Down
House,1,Non-Residence,Registrable,11803,4,2,1,9,0,0,5,0,1,1,1344077,1281404,Down
Apartment,23,Non-Residence,Documented,162133,14,2,1,6,0,0,2,0,0,0,9420267,9314916,Down
Farm House,0,Non-Residence,Documented,334363,10,6,0,2,1,1,6,1,1,0,17815082,17676851,Down
Villa,0,Residence,Registrable,250190,3,7,0,3,0,1,7,0,1,1,13241673,13120606,Down
Empty Land,0,Residence,Documented,100116,9,7,1,9,0,0,6,0,1,1,6160886,6042586,Down
Flat,5,Non-Residence,Documented,86731,3,9,1,8,0,0,3,0,0,1,5255196,5203402,Down
Empty Land,0,Residence,Documented,269958,6,6,0,3,1,0,10,1,1,1,14340565,14279844,Down
Apartment,2,Residence,Registrable,20123,1,8,0,2,1,0,8,1,1,0,1769353,1660067,Down
Apartment,17,Non-Residence,Registrable,723535,12,6,1,1,0,1,3,1,0,1,37373600,37317914,Down
House,1,Non-Residence,Documented,490542,6,2,1,4,0,0,5,1,1,0,25336286,25238843,Down
Villa,0,Residence,Documented,458798,4,1,0,3,1,1,9,1,1,0,23648618,23503615,Down
Apartment,21,Non-Residence,Registrable,477340,8,5,0,7,1,0,5,1,1,1,25065514,24951251,Down
House,2,Residence,Registrable,105728,13,9,1,6,1,0,7,0,0,0,6703029,6590307,Down
Apartment,4,Non-Residence,Registrable,426846,11,8,0,5,1,0,7,0,1,0,22544379,22441806,Down
Farm House,0,Non-Residence,Documented,707616,9,4,0,1,1,1,5,0,0,0,36245583,36182695,Down
Building,9,Residence,Registrable,682152,4,5,1,2,0,0,2,0,0,1,34867757,34778409,Down
House,1,Residence,Registrable,521047,10,5,1,9,0,1,5,0,1,0,27127727,27064194,Down
House,3,Non-Residence,Registrable,69774,12,6,1,8,0,1,7,1,1,1,4817934,4746018,Down
Empty Land,0,Residence,Documented,134041,10,3,0,8,0,1,7,1,0,1,7723336,7611914,Down
Apartment,26,Residence,Registrable,54447,6,5,1,4,1,0,4,1,1,0,3909287,3808762,Down
House,2,Residence,Documented,678394,1,2,0,2,1,1,1,0,1,0,34377120,34323567,Down
Flat,4,Non-Residence,Documented,195192,4,1,1,1,1,1,6,1,0,1,10449918,10391774,Down
Farm House,0,Residence,Documented,49374,7,1,1,7,1,0,3,0,1,1,3375678,3234633,Down
Empty Land,0,Residence,Documented,574496,12,7,0,5,1,0,5,1,1,1,29847875,29737944,Down
Empty Land,0,Non-Residence,Registrable,75053,1,2,0,9,0,1,4,0,0,1,4309011,4195299,Down
Building,9,Non-Residence,Documented,593132,8,4,1,6,0,1,2,1,1,1,30643682,30588245,Down
Farm House,0,Non-Residence,Documented,710162,12,5,1,0,0,0,7,0,0,0,36585857,36445774,Down
Flat,8,Non-Residence,Documented,572426,10,7,0,0,0,1,5,1,0,1,29586636,29504118,Down
Farm House,0,Residence,Registrable,78749,12,2,1,9,0,1,7,0,1,0,5063160,4989330,Down
House,3,Residence,Registrable,527507,11,6,0,1,1,1,9,1,0,1,27519744,27395459,Down
Building,13,Non-Residence,Registrable,678750,6,1,0,9,1,0,4,0,1,0,34881362,34784809,Down
Flat,2,Non-Residence,Registrable,470952,5,7,1,2,1,1,5,0,1,1,24522818,24384933,Down
Building,19,Residence,Documented,430225,10,9,0,0,1,0,9,0,0,0,22805133,22660308,Down
Farm House,0,Residence,Documented,43034,11,5,0,4,1,0,10,0,0,0,3182190,3126275,Down
Villa,0,Non-Residence,Documented,496018,14,5,0,2,0,0,4,1,0,1,25789725,25711030,Down
Farm House,0,Residence,Registrable,617029,9,4,1,0,0,1,5,1,0,0,31748436,31623166,Down
House,2,Residence,Registrable,412503,2,3,0,7,0,0,5,1,0,1,21201150,21136447,Down
Building,5,Non-Residence,Registrable,126709,5,9,1,5,1,1,8,0,0,1,7477547,7339512,Down
Villa,0,Non-Residence,Documented,442561,6,5,1,8,1,0,4,1,1,0,23059020,22987542,Down
House,3,Non-Residence,Documented,189504,7,8,1,2,1,1,4,0,1,0,10569979,10452061,Down
Building,10,Non-Residence,Documented,616912,5,9,0,8,1,1,7,1,0,1,31972209,31892081,Down
Building,17,Residence,Registrable,616447,9,5,0,8,0,1,5,0,1,1,32021324,31918074,Down
Farm House,0,Non-Residence,Registrable,164634,1,9,1,0,1,0,6,1,0,1,9064196,8923077,Down
Apartment,20,Residence,Documented,76213,7,2,1,2,0,1,6,0,0,0,4758343,4671217,Down
Building,16,Residence,Registrable,743123,10,9,0,5,1,1,6,0,1,0,38449755,38352956,Down
Building,17,Residence,Documented,489472,7,4,1,7,0,0,10,1,1,1,25737285,25593057,Down
Empty Land,0,Non-Residence,Documented,75918,4,6,1,3,1,0,5,1,0,0,4659033,4550785,Down
Apartment,1,Residence,Registrable,128732,9,6,0,4,1,1,5,1,0,0,7439698,7356791,Down
Building,15,Non-Residence,Documented,521051,14,6,1,8,0,0,9,0,0,0,27492868,27435224,Down
Farm House,0,Non-Residence,Documented,163538,12,2,0,5,0,0,8,0,1,1,9176898,9092315,Down
Empty Land,0,Non-Residence,Documented,168883,11,7,0,6,1,0,4,0,0,1,9564192,9459632,Down
Empty Land,0,Residence,Documented,326496,5,6,1,6,0,1,7,1,0,0,17228112,17162927,Down
Villa,0,Non-Residence,Documented,259222,4,1,0,3,1,0,8,0,1,0,13556590,13464602,Down
House,1,Non-Residence,Registrable,132579,13,2,0,3,1,1,9,1,1,1,7734425,7673979,Down
Empty Land,0,Residence,Documented,202553,7,7,0,3,0,0,5,0,1,0,10958005,10884843,Down
Flat,11,Non-Residence,Registrable,601030,4,1,1,4,1,0,3,1,0,1,30816374,30752224,Down
Empty Land,0,Residence,Documented,179089,3,1,1,4,1,1,4,0,0,1,9659556,9568252,Down
Flat,22,Residence,Registrable,503738,9,1,1,7,0,0,10,0,1,1,26413513,26268140,Down
Apartment,5,Non-Residence,Registrable,29757,11,8,0,8,1,0,6,1,0,1,2765739,2679736,Down
Villa,0,Non-Residence,Registrable,480988,8,4,0,1,1,0,10,0,0,1,24924690,24822944,Down
Flat,4,Non-Residence,Documented,435923,1,4,1,6,1,0,5,0,1,1,22549713,22432790,Down
Villa,0,Non-Residence,Registrable,144853,7,2,1,0,1,1,9,1,1,1,8143290,8015545,Down
Villa,0,Residence,Documented,323890,9,1,0,0,0,1,3,0,0,0,16855870,16804887,Down
Villa,0,Non-Residence,Documented,264079,8,9,1,3,0,1,2,1,1,1,14207984,14110870,Down
Flat,26,Non-Residence,Registrable,230447,8,7,1,9,0,1,6,1,1,0,13009965,12862278,Down
Flat,21,Residence,Registrable,232258,13,4,1,6,1,1,7,0,0,0,13099627,12998353,Down
Villa,0,Non-Residence,Documented,616145,6,6,1,1,0,1,5,0,0,0,31670232,31532893,Down
Apartment,24,Non-Residence,Documented,158232,11,2,1,1,0,1,1,0,0,1,8980205,8910827,Down
Villa,0,Non-Residence,Documented,728455,4,7,0,0,0,0,3,1,0,0,36978549,36921001,Down
Apartment,9,Non-Residence,Registrable,608595,8,2,1,9,1,1,3,0,0,1,31483609,31393988,Down
House,3,Non-Residence,Documented,439255,3,8,1,1,0,1,4,1,0,1,22814105,22697794,Down
Apartment,16,Residence,Documented,139063,13,8,0,6,0,1,10,0,1,0,8397774,8260873,Down
Apartment,12,Non-Residence,Documented,506547,9,1,0,8,1,0,6,0,1,0,26378566,26232323,Down
Apartment,18,Residence,Documented,706052,13,8,0,5,1,1,5,1,1,0,36801565,36661892,Down
Villa,0,Residence,Documented,326532,2,2,0,9,1,1,1,0,0,0,16871644,16800113,Down
Building,3,Residence,Documented,598397,2,6,1,1,1,1,6,0,0,1,30676036,30608166,Down
House,3,Residence,Documented,254473,12,1,1,9,1,0,9,0,0,0,13908422,13808875,Down
House,2,Non-Residence,Documented,283597,13,5,1,9,1,1,1,0,0,0,15394967,15299229,Down
House,2,Non-Residence,Documented,377326,12,7,1,8,0,0,8,0,0,0,20135142,20017605,Down
Building,13,Residence,Documented,514757,7,1,0,6,0,0,8,1,1,0,26584328,26519572,Down
House,1,Non-Residence,Documented,679681,12,2,0,0,1,0,3,0,0,0,34864441,34756734,Down
House,3,Non-Residence,Documented,431283,10,7,1,8,1,0,9,1,1,1,22880409,22789579,Down
Flat,21,Residence,Registrable,115874,4,6,1,1,0,1,8,0,0,1,6900536,6757137,Down
Farm House,0,Non-Residence,Documented,549648,10,3,1,3,1,0,3,0,1,1,28438870,28378824,Down
Flat,26,Residence,Documented,677055,8,2,1,8,1,0,10,1,1,0,35192037,35118385,Down
Villa,0,Residence,Documented,602263,9,4,0,3,0,1,5,0,1,0,30965655,30860626,Down
Villa,0,Non-Residence,Documented,484590,7,3,1,2,1,0,3,0,1,1,25040709,24953753,Down
Apartment,21,Non-Residence,Documented,677287,5,7,0,0,1,0,5,1,1,1,34778944,34715058,Down
Empty Land,0,Non-Residence,Registrable,289727,8,8,0,6,0,0,9,1,1,1,15587594,15451313,Down
Farm House,0,Residence,Documented,742906,4,2,0,5,0,0,4,0,1,1,37709744,37627921,Down
Building,5,Residence,Registrable,648574,2,7,0,9,0,0,6,1,0,0,33217649,33128701,Down
Flat,11,Non-Residence,Documented,532601,11,8,1,3,0,0,3,1,0,0,27846479,27783157,Down
Villa,0,Residence,Registrable,32098,12,6,1,5,0,1,3,1,1,0,2747450,2624120,Down
Building,17,Non-Residence,Registrable,506434,6,6,1,5,1,1,5,1,0,1,26488092,26431930,Down
House,1,Non-Residence,Documented,617894,9,1,1,3,1,1,8,0,0,1,31917115,31784822,Down
Building,2,Non-Residence,Registrable,289726,1,4,0,5,1,1,8,0,1,1,15178962,15123057,Down
Flat,24,Non-Residence,Registrable,227786,11,1,0,9,1,0,3,1,0,0,12646508,12502207,Down
Farm House,0,Residence,Documented,438285,10,4,0,7,1,0,8,0,1,0,22949517,22842034,Down
Empty Land,0,Non-Residence,Registrable,12245,12,2,1,2,0,0,8,1,0,1,1614777,1526320,Down
Apartment,26,Residence,Registrable,144597,7,5,0,3,1,1,3,0,1,0,8338940,8204000,Down
Flat,1,Residence,Registrable,233232,10,9,0,9,1,1,10,0,0,1,12943242,12877862,Down
Apartment,4,Residence,Documented,670148,9,3,0,0,1,0,10,1,1,1,34436280,34370772,Down
Farm House,0,Residence,Documented,613974,10,8,0,3,1,0,2,1,0,1,31678920,31609244,Down
Villa,0,Residence,Documented,213530,9,3,1,9,1,1,10,0,0,0,11852457,11713661,Down
Apartment,9,Residence,Documented,724738,10,6,0,9,0,1,2,0,0,1,37355513,37233080,Down
Villa,0,Non-Residence,Registrable,566634,11,4,0,8,1,1,9,0,1,1,29474665,29423101,Down
Building,2,Residence,Documented,338576,13,8,1,7,1,1,7,1,1,0,18286495,18222625,Down
Flat,3,Non-Residence,Registrable,149054,3,6,1,3,1,0,6,0,0,1,8304730,8240511,Down
Villa,0,Residence,Documented,286055,11,8,1,6,1,1,7,1,0,1,15595744,15463767,Down
House,3,Non-Residence,Documented,444691,13,1,0,9,1,1,8,1,1,0,23355315,23285435,Down
House,2,Non-Residence,Registrable,454261,5,6,0,2,1,0,1,1,0,1,23399689,23339310,Down
Empty Land,0,Residence,Registrable,506018,8,1,0,8,0,0,8,0,0,1,26110454,26006160,Down
Building,13,Non-Residence,Documented,341441,8,1,0,9,1,0,3,1,1,1,18019944,17966996,Down
Villa,0,Non-Residence,Documented,314951,4,8,1,3,0,1,3,0,1,0,16634341,16489212,Down
Empty Land,0,Residence,Documented,284686,12,7,0,1,0,1,6,1,0,1,15302595,15216693,Down
House,3,Residence,Documented,577718,11,3,0,9,1,1,4,0,1,1,30011425,29877918,Down
Empty Land,0,Residence,Documented,438129,11,6,1,4,1,1,4,0,0,1,23025518,22966549,Down
Empty Land,0,Residence,Registrable,225195,1,9,1,1,1,0,4,1,0,0,12034861,11922056,Down
Villa,0,Residence,Documented,296400,1,7,1,9,0,0,10,1,1,0,15669876,15599230,Down
Villa,0,Residence,Registrable,53768,4,3,0,5,1,1,9,0,0,0,3438735,3328169,Down
Villa,0,Residence,Documented,432930,6,6,0,9,1,1,8,0,1,1,22662532,22556714,Down
Building,11,Residence,Documented,213443,8,4,0,0,1,1,3,1,1,0,11563093,11449642,Down
Apartment,10,Non-Residence,Registrable,422318,6,3,0,5,0,0,1,1,0,1,21853345,21799667,Down
Empty Land,0,Residence,Documented,709191,12,9,0,3,0,1,1,0,1,0,36606648,36463593,Down
Empty Land,0,Non-Residence,Registrable,573689,9,2,1,2,1,0,1,0,0,0,29540802,29421923,Down
Building,3,Residence,Registrable,362630,9,1,1,1,0,1,4,1,1,0,18973729,18919715,Down
House,3,Residence,Documented,194988,14,2,0,6,1,0,6,0,0,0,10768194,10713087,Down
Flat,20,Residence,Registrable,688056,2,7,0,8,0,0,4,1,1,1,35334358,35246935,Down
Apartment,9,Residence,Documented,391030,10,1,0,2,1,1,3,1,0,0,20443467,20361135,Down
House,1,Non-Residence,Documented,663284,1,6,0,5,0,0,8,1,0,1,33846610,33762600,Down
Building,10,Non-Residence,Documented,242031,2,7,0,8,1,0,8,1,1,1,13117148,12978213,Down
Apartment,21,Residence,Documented,247193,5,9,1,1,1,1,6,0,0,1,13542320,13489659,Down
Apartment,23,Non-Residence,Documented,704150,4,8,1,6,0,0,9,1,0,0,36357002,36302204,Down
Empty Land,0,Residence,Documented,551219,4,6,1,4,0,1,10,1,0,0,28450860,28334784,Down
Empty Land,0,Non-Residence,Documented,238860,9,3,0,4,0,0,1,0,0,1,12634250,12561921,Down
Villa,0,Residence,Registrable,345355,11,8,0,6,0,0,8,0,0,0,18372383,18266323,Down
Villa,0,Non-Residence,Documented,507903,8,7,1,8,0,0,6,1,0,1,26463876,26388026,Down
Empty Land,0,Non-Residence,Registrable,26885,6,3,1,3,1,0,1,1,1,0,2108221,1973516,Down
Empty Land,0,Non-Residence,Documented,431874,1,9,0,8,1,1,4,1,1,0,22364570,22311413,Down
Farm House,0,Residence,Documented,416735,2,2,1,9,0,1,5,1,1,1,21543220,21455735,Down
Apartment,25,Non-Residence,Registrable,281283,6,3,1,8,1,1,7,1,1,0,15236554,15181218,Down
Villa,0,Residence,Registrable,86030,11,2,0,3,1,0,8,1,0,1,5319437,5196736,Down
Villa,0,Non-Residence,Registrable,284207,2,1,1,2,0,0,9,0,0,1,14811870,14668716,Down
House,3,Residence,Registrable,378316,13,4,1,1,1,1,6,0,1,0,20097464,20005184,Down
Empty Land,0,Residence,Documented,430160,10,5,1,8,1,1,10,1,0,0,22740617,22638472,Down
Apartment,23,Residence,Documented,402427,5,6,0,1,0,1,9,0,1,0,21109096,20979806,Down
Empty Land,0,Non-Residence,Registrable,730178,14,5,1,5,0,1,4,0,0,1,37713787,37658578,Down
Building,12,Non-Residence,Documented,345614,5,1,1,4,1,0,8,1,0,0,18164133,18052731,Down
House,1,Residence,Registrable,243873,6,3,1,4,0,1,3,0,1,0,13064351,12934325,Down
Flat,21,Residence,Registrable,348197,6,1,0,3,1,0,4,0,0,0,18273013,18129876,Down
Flat,21,Residence,Registrable,162279,14,5,0,5,0,1,10,1,1,0,9482482,9424837,Down
Flat,17,Non-Residence,Registrable,170682,6,5,1,4,0,0,4,1,1,1,9536385,9447877,Down
Apartment,22,Non-Residence,Registrable,717648,14,6,0,3,0,1,6,1,1,0,37243152,37135330,Down
Farm House,0,Non-Residence,Documented,607667,2,8,1,8,0,1,9,0,0,1,31251028,31195010,Down
Villa,0,Non-Residence,Registrable,238760,14,1,0,5,1,0,6,1,0,0,12956059,12855151,Down
Apartment,5,Non-Residence,Registrable,671111,10,4,0,9,0,0,1,0,1,0,34481537,34405163,Down
Flat,24,Residence,Documented,647201,14,1,1,9,0,1,5,1,0,0,33785365,33729652,Down
Building,8,Residence,Registrable,331404,13,9,1,9,1,0,9,1,1,1,18201074,18055466,Down
Apartment,18,Residence,Registrable,48337,14,7,1,2,1,1,5,1,1,1,3962665,3825594,Down
Apartment,11,Residence,Documented,518849,3,7,0,9,1,0,6,1,0,0,26964044,26817188,Down
Villa,0,Non-Residence,Documented,553329,14,5,1,5,1,1,3,0,1,1,28965326,28822227,Down
Villa,0,Non-Residence,Documented,79583,6,7,0,0,0,1,8,0,0,1,4864144,4729646,Down
Flat,22,Residence,Documented,559319,13,2,0,4,1,1,10,1,0,0,29217678,29166652,Down
Villa,0,Non-Residence,Documented,271356,8,4,1,9,0,1,4,0,0,0,14636187,14516178,Down
House,3,Residence,Registrable,366745,12,7,0,5,1,1,4,1,1,0,19564716,19444513,Down
House,2,Non-Residence,Registrable,599532,13,3,1,7,0,1,5,1,1,0,31220631,31119525,Down
Flat,26,Non-Residence,Registrable,654537,11,2,0,8,1,1,10,0,0,0,34132079,33988654,Down
Apartment,15,Residence,Documented,607291,12,2,1,2,0,1,9,0,0,0,31643566,31501890,Down
Building,6,Residence,Documented,254846,1,1,0,1,0,0,8,1,1,1,13242827,13110321,Down
Villa,0,Residence,Documented,610496,1,5,0,3,1,0,7,1,0,0,31165278,31033801,Down
Empty Land,0,Non-Residence,Documented,715972,11,6,1,7,0,0,5,1,0,0,36957256,36812692,Down
Apartment,19,Non-Residence,Documented,627259,13,6,0,7,0,1,9,0,1,0,32730317,32646865,Down
Flat,17,Non-Residence,Documented,158161,2,9,1,2,0,1,9,1,1,0,8994335,8856373,Down
Farm House,0,Residence,Registrable,685875,11,4,0,3,0,1,10,1,1,1,35308055,35254787,Down
Villa,0,Residence,Documented,160581,12,1,0,2,1,0,10,1,0,1,9036681,8905952,Down
Flat,23,Residence,Registrable,389090,12,6,0,9,0,0,2,1,1,1,20798841,20655239,Down
Flat,10,Non-Residence,Registrable,717906,6,5,1,1,0,0,4,1,1,0,36758970,36708312,Down
Building,5,Non-Residence,Registrable,682003,9,6,1,3,1,0,8,1,1,0,35247681,35163617,Down
Empty Land,0,Residence,Documented,6654,4,3,1,5,1,0,1,0,1,1,1020692,936399,Down
Villa,0,Residence,Documented,677664,3,2,1,4,1,1,5,1,1,1,34579046,34486004,Down
Flat,28,Residence,Documented,64788,12,6,1,2,0,0,8,1,1,0,4616096,4558304,Down
Flat,16,Non-Residence,Documented,51695,8,1,0,1,0,1,2,0,1,0,3345950,3289346,Down
Apartment,12,Non-Residence,Documented,283225,11,7,0,8,1,1,2,0,0,0,15399064,15301243,Down
Villa,0,Residence,Registrable,446364,10,7,1,0,0,1,8,1,1,0,23401123,23312566,Down
Flat,26,Residence,Registrable,292731,14,7,0,8,1,0,10,0,0,0,16172313,16114893,Down
Flat,21,Residence,Documented,705790,9,1,0,0,0,0,9,1,0,1,36199796,36111275,Down
Flat,27,Non-Residence,Registrable,164553,12,4,0,6,1,1,7,0,1,0,9637613,9525662,Down
House,1,Non-Residence,Registrable,594086,11,7,0,5,0,0,8,0,0,1,30770004,30696986,Down
House,1,Non-Residence,Documented,731164,5,9,1,6,1,0,5,1,1,0,37621833,37508757,Down
Empty Land,0,Residence,Registrable,437124,9,5,0,2,0,1,1,0,0,1,22635544,22580436,Down
Building,1,Residence,Registrable,39999,2,2,1,2,1,1,4,1,1,1,2703510,2560824,Down
Apartment,2,Residence,Documented,388460,3,7,1,0,0,1,2,0,0,1,20150369,20029586,Down
Apartment,5,Residence,Registrable,445985,7,1,0,3,0,1,3,1,1,0,23045196,22921259,Down
Villa,0,Residence,Documented,694419,7,7,1,1,0,1,3,0,1,0,35533564,35466557,Down
Building,19,Residence,Documented,245698,6,6,0,9,1,0,9,1,0,0,13477062,13417065,Down
Building,15,Residence,Documented,468035,6,7,0,7,0,1,10,1,0,1,24489397,24434136,Down
Apartment,1,Residence,Registrable,621135,2,3,0,2,0,0,4,1,1,1,31621179,31501375,Down
House,3,Residence,Registrable,311431,10,3,1,6,0,0,2,1,0,0,16585722,16464202,Down
Empty Land,0,Residence,Registrable,298132,6,7,1,6,1,1,3,0,1,1,15942770,15871844,Down
Building,18,Residence,Documented,337085,4,2,1,8,0,1,3,1,0,1,17864760,17717362,Down
Apartment,3,Non-Residence,Registrable,730523,12,1,0,5,1,0,7,0,1,1,37581169,37433175,Down
Building,9,Residence,Registrable,22931,3,9,0,0,0,1,8,0,0,1,2020588,1905042,Down
Flat,24,Residence,Documented,324325,13,9,0,7,1,0,6,1,1,0,17673617,17606473,Down
Villa,0,Non-Residence,Documented,195055,11,7,1,0,1,1,4,1,0,1,10816596,10740693,Down
Empty Land,0,Residence,Documented,647508,13,7,0,2,0,1,6,0,1,0,33463628,33412451,Down
Apartment,4,Non-Residence,Registrable,573941,2,3,0,4,1,0,1,0,0,1,29354687,29212205,Down
Villa,0,Non-Residence,Documented,269012,1,2,1,7,1,0,10,0,1,1,14239412,14128460,Down
